player4,1234,24,0,12592,30
player3,4567,12,6,13096,31
player2,2468,0,0,11944,6
player1,1357,0,0,7239,7
player12,12345,0,0,1488,8
gal,66,0,0,268,0
shoki shalom,1234,0,0,1,1
